Game_ID,Player_ID,OffRtg,DefRtg
006728e4c10e957011e1f24878e6054a,ae53f8ba6761b64a174051da817785bc,66.66666666666666,100.0
006728e4c10e957011e1f24878e6054a,e59b921ab3da55f632bc748beb12805a,,
006728e4c10e957011e1f24878e6054a,618f6d58ab2881152607c2a6e057bc51,120.40816326530613,119.6078431372549
006728e4c10e957011e1f24878e6054a,dd1da128c27db468d95b99b583f8a57d,,
006728e4c10e957011e1f24878e6054a,c10b49616a2f4a23607dc1a8be4fde9f,,
006728e4c10e957011e1f24878e6054a,f4a5ca938177c407a9dab5412e39498f,87.87878787878788,103.2258064516129
006728e4c10e957011e1f24878e6054a,c5dd5b2e3b975f0849d9b74e74125cb9,98.82352941176471,113.09523809523809
006728e4c10e957011e1f24878e6054a,42e0d7167f04a4ff958c6442da0e6851,105.63380281690141,108.33333333333333
006728e4c10e957011e1f24878e6054a,766802a8fda500d7945950de7398c9c6,101.28205128205127,107.89473684210526
006728e4c10e957011e1f24878e6054a,5db9c1c8184510fee8161e7fafdc9c49,71.7948717948718,88.57142857142857
006728e4c10e957011e1f24878e6054a,2ad626904c8b28cceb8e12c624a84240,81.08108108108108,119.44444444444444
006728e4c10e957011e1f24878e6054a,ed95dff5440fadf3042b5acacea81eed,,
006728e4c10e957011e1f24878e6054a,e816ff284dc3f965b8f3d605a3b91bae,,
006728e4c10e957011e1f24878e6054a,bd45fe7dba52aa2cd00ba80ff107d05b,,
006728e4c10e957011e1f24878e6054a,8d2127290c94bd41b82a2938734bc750,106.66666666666667,122.03389830508475
006728e4c10e957011e1f24878e6054a,4dd3d6a51dc97c651d3a86eec4362a1f,133.33333333333331,97.14285714285714
006728e4c10e957011e1f24878e6054a,5cce6ffa455e6372d9de0de400482ab6,125.0,78.04878048780488
006728e4c10e957011e1f24878e6054a,bf6ed471f8425903310f08548a206905,,
006728e4c10e957011e1f24878e6054a,4413c19cf092bda39332d7833c90bfe6,124.24242424242425,96.875
006728e4c10e957011e1f24878e6054a,44230324724c84f122ac62a5f0918314,113.51351351351352,86.48648648648648
006728e4c10e957011e1f24878e6054a,902362537ff2a39c0c0cfb82ab0adac2,,
006728e4c10e957011e1f24878e6054a,48ec4e6c52f418d5ca4ef510ba473ea0,101.63934426229508,101.58730158730158
006728e4c10e957011e1f24878e6054a,d00d552bc4e50f63f9397a74514519ba,,
006728e4c10e957011e1f24878e6054a,1b37fed4823f31ccbf03515f4b9fe438,,
006728e4c10e957011e1f24878e6054a,7027df5d9c51192f3527ac8c74b4d08d,,
006728e4c10e957011e1f24878e6054a,616281dee946056b071699476fdee9ec,102.22222222222221,108.51063829787233
006728e4c10e957011e1f24878e6054a,e814950408915f43de2b079dce7c21c5,95.38461538461539,107.46268656716418
006728e4c10e957011e1f24878e6054a,99104de2626f67c1fa2ce70504970c3f,103.38983050847457,98.38709677419355
006728e4c10e957011e1f24878e6054a,4ef3dae16c436459ff05156abca5cebd,115.55555555555554,88.88888888888889
006728e4c10e957011e1f24878e6054a,d81d912f81fa43178f423aa89a713e96,117.94871794871796,104.8780487804878
03ac65b9a32fde1e201bfb427f6e41e4,31f28da997f1ed51f0f688b9d004b269,,
